,brand,nod,location,model,varient,fuel,year,transmission,km,price
0,Maruti,1st Owner,Ahmedabad,Swift Dzire,VXI 1.2,Petrol,2019,Manual,"9,718 Kms","6,65,000"
1,Maruti,1st Owner,Ahmedabad,Wagon R,VXI,Petrol,2016,Manual,"81,674 Kms","3,60,000"
2,Honda,1st Owner,Ahmedabad,City,1.5 V MT,Petrol,2011,Manual,"38,647 Kms","3,99,500"
3,Maruti,1st Owner,Ahmedabad,Alto K10,LXI,Petrol,2012,Manual,"89,579 Kms","1,77,500"
4,Maruti,1st Owner,Ahmedabad,S-Presso,VXI,Petrol,2019,Manual,"24,230 Kms","4,22,000"
5,Nissan,2nd Owner,Ahmedabad,Terrano,XL Plus 85 PS,Diesel,2016,Manual,"74,431 Kms","4,80,000"
6,Maruti,1st Owner,Ahmedabad,Baleno,Alpha,Petrol,2017,Manual,"49,072 Kms","5,66,000"
7,Maruti,1st Owner,Ahmedabad,Eeco,5 Seater AC BSIV,Petrol,2019,Manual,"14,161 Kms","4,57,000"
8,Maruti,2nd Owner,Ahmedabad,Wagon R,LXI BS IV,Petrol,2013,Manual,"85,416 Kms","2,79,500"
9,Maruti,1st Owner,Ahmedabad,Baleno,1.2 Delta,Petrol,2016,Manual,"51,069 Kms","4,82,500"
10,Maruti,1st Owner,Ahmedabad,Wagon R,VXI,Petrol,2014,Manual,"131,125 Kms","2,94,500"
11,Maruti,1st Owner,Ahmedabad,Eeco,5 Seater AC,Petrol,2020,Manual,"17,116 Kms","4,72,000"
12,Maruti,1st Owner,Ahmedabad,Wagon R,VXI Plus,Petrol,2017,Manual,"43,031 Kms","3,87,000"
13,Ford,1st Owner,Ahmedabad,Ecosport,1.5 TDCi Trend BSIV,Diesel,2016,Manual,"42,029 Kms","5,89,500"
40,Maruti,1st Owner,Ahmedabad,Swift Dzire,VXI 1.2,Petrol,2019,Manual,"9,718 Kms","6,65,000"
41,Maruti,1st Owner,Ahmedabad,Wagon R,VXI,Petrol,2016,Manual,"81,674 Kms","3,60,000"
42,Honda,1st Owner,Ahmedabad,City,1.5 V MT,Petrol,2011,Manual,"38,647 Kms","3,99,500"
43,Maruti,1st Owner,Ahmedabad,Alto K10,LXI,Petrol,2012,Manual,"89,579 Kms","1,77,500"
44,Maruti,1st Owner,Ahmedabad,S-Presso,VXI,Petrol,2019,Manual,"24,230 Kms","4,22,000"
45,Nissan,2nd Owner,Ahmedabad,Terrano,XL Plus 85 PS,Diesel,2016,Manual,"74,431 Kms","4,80,000"
46,Maruti,1st Owner,Ahmedabad,Baleno,Alpha,Petrol,2017,Manual,"49,072 Kms","5,66,000"
47,Maruti,1st Owner,Ahmedabad,Eeco,5 Seater AC BSIV,Petrol,2019,Manual,"14,161 Kms","4,57,000"
48,Maruti,2nd Owner,Ahmedabad,Wagon R,LXI BS IV,Petrol,2013,Manual,"85,416 Kms","2,79,500"
49,Maruti,1st Owner,Ahmedabad,Baleno,1.2 Delta,Petrol,2016,Manual,"51,069 Kms","4,82,500"
50,Maruti,1st Owner,Ahmedabad,Wagon R,VXI,Petrol,2014,Manual,"131,125 Kms","2,94,500"
51,Maruti,1st Owner,Ahmedabad,Eeco,5 Seater AC,Petrol,2020,Manual,"17,116 Kms","4,72,000"
52,Maruti,1st Owner,Ahmedabad,Wagon R,VXI Plus,Petrol,2017,Manual,"43,031 Kms","3,87,000"
53,Ford,1st Owner,Ahmedabad,Ecosport,1.5 TDCi Trend BSIV,Diesel,2016,Manual,"42,029 Kms","5,89,500"
80,Maruti,1st Owner,Ahmedabad,Swift Dzire,VXI 1.2,Petrol,2019,Manual,"9,718 Kms","6,65,000"
81,Maruti,1st Owner,Ahmedabad,Wagon R,VXI,Petrol,2016,Manual,"81,674 Kms","3,60,000"
82,Honda,1st Owner,Ahmedabad,City,1.5 V MT,Petrol,2011,Manual,"38,647 Kms","3,99,500"
83,Maruti,1st Owner,Ahmedabad,Alto K10,LXI,Petrol,2012,Manual,"89,579 Kms","1,77,500"
84,Maruti,1st Owner,Ahmedabad,S-Presso,VXI,Petrol,2019,Manual,"24,230 Kms","4,22,000"
85,Nissan,2nd Owner,Ahmedabad,Terrano,XL Plus 85 PS,Diesel,2016,Manual,"74,431 Kms","4,80,000"
86,Maruti,1st Owner,Ahmedabad,Baleno,Alpha,Petrol,2017,Manual,"49,072 Kms","5,66,000"
87,Maruti,1st Owner,Ahmedabad,Eeco,5 Seater AC BSIV,Petrol,2019,Manual,"14,161 Kms","4,57,000"
88,Maruti,2nd Owner,Ahmedabad,Wagon R,LXI BS IV,Petrol,2013,Manual,"85,416 Kms","2,79,500"
89,Maruti,1st Owner,Ahmedabad,Baleno,1.2 Delta,Petrol,2016,Manual,"51,069 Kms","4,82,500"
90,Maruti,1st Owner,Ahmedabad,Wagon R,VXI,Petrol,2014,Manual,"131,125 Kms","2,94,500"
91,Maruti,1st Owner,Ahmedabad,Eeco,5 Seater AC,Petrol,2020,Manual,"17,116 Kms","4,72,000"
92,Maruti,1st Owner,Ahmedabad,Wagon R,VXI Plus,Petrol,2017,Manual,"43,031 Kms","3,87,000"
93,Ford,1st Owner,Ahmedabad,Ecosport,1.5 TDCi Trend BSIV,Diesel,2016,Manual,"42,029 Kms","5,89,500"
140,Maruti,1st Owner,Ahmedabad,Swift Dzire,VXI 1.2,Petrol,2019,Manual,"9,718 Kms","6,65,000"
141,Maruti,1st Owner,Ahmedabad,Wagon R,VXI,Petrol,2016,Manual,"81,674 Kms","3,60,000"
142,Honda,1st Owner,Ahmedabad,City,1.5 V MT,Petrol,2011,Manual,"38,647 Kms","3,99,500"
143,Maruti,1st Owner,Ahmedabad,Alto K10,LXI,Petrol,2012,Manual,"89,579 Kms","1,77,500"
144,Maruti,1st Owner,Ahmedabad,S-Presso,VXI,Petrol,2019,Manual,"24,230 Kms","4,22,000"
145,Nissan,2nd Owner,Ahmedabad,Terrano,XL Plus 85 PS,Diesel,2016,Manual,"74,431 Kms","4,80,000"
146,Maruti,1st Owner,Ahmedabad,Baleno,Alpha,Petrol,2017,Manual,"49,072 Kms","5,66,000"
147,Maruti,1st Owner,Ahmedabad,Eeco,5 Seater AC BSIV,Petrol,2019,Manual,"14,161 Kms","4,57,000"
148,Maruti,2nd Owner,Ahmedabad,Wagon R,LXI BS IV,Petrol,2013,Manual,"85,416 Kms","2,79,500"
149,Maruti,1st Owner,Ahmedabad,Baleno,1.2 Delta,Petrol,2016,Manual,"51,069 Kms","4,82,500"
150,Maruti,1st Owner,Ahmedabad,Wagon R,VXI,Petrol,2014,Manual,"131,125 Kms","2,94,500"
151,Maruti,1st Owner,Ahmedabad,Eeco,5 Seater AC,Petrol,2020,Manual,"17,116 Kms","4,72,000"
152,Maruti,1st Owner,Ahmedabad,Wagon R,VXI Plus,Petrol,2017,Manual,"43,031 Kms","3,87,000"
153,Ford,1st Owner,Ahmedabad,Ecosport,1.5 TDCi Trend BSIV,Diesel,2016,Manual,"42,029 Kms","5,89,500"
220,Maruti,1st Owner,Ahmedabad,Swift Dzire,VXI 1.2,Petrol,2019,Manual,"9,718 Kms","6,65,000"
221,Maruti,1st Owner,Ahmedabad,Wagon R,VXI,Petrol,2016,Manual,"81,674 Kms","3,60,000"
222,Honda,1st Owner,Ahmedabad,City,1.5 V MT,Petrol,2011,Manual,"38,647 Kms","3,99,500"
223,Maruti,1st Owner,Ahmedabad,Alto K10,LXI,Petrol,2012,Manual,"89,579 Kms","1,77,500"
224,Maruti,1st Owner,Ahmedabad,S-Presso,VXI,Petrol,2019,Manual,"24,230 Kms","4,22,000"
225,Nissan,2nd Owner,Ahmedabad,Terrano,XL Plus 85 PS,Diesel,2016,Manual,"74,431 Kms","4,80,000"
226,Maruti,1st Owner,Ahmedabad,Baleno,Alpha,Petrol,2017,Manual,"49,072 Kms","5,66,000"
227,Maruti,1st Owner,Ahmedabad,Eeco,5 Seater AC BSIV,Petrol,2019,Manual,"14,161 Kms","4,57,000"
228,Maruti,2nd Owner,Ahmedabad,Wagon R,LXI BS IV,Petrol,2013,Manual,"85,416 Kms","2,79,500"
229,Maruti,1st Owner,Ahmedabad,Baleno,1.2 Delta,Petrol,2016,Manual,"51,069 Kms","4,82,500"
230,Maruti,1st Owner,Ahmedabad,Wagon R,VXI,Petrol,2014,Manual,"131,125 Kms","2,94,500"
231,Maruti,1st Owner,Ahmedabad,Eeco,5 Seater AC,Petrol,2020,Manual,"17,116 Kms","4,72,000"
232,Maruti,1st Owner,Ahmedabad,Wagon R,VXI Plus,Petrol,2017,Manual,"43,031 Kms","3,87,000"
233,Ford,1st Owner,Ahmedabad,Ecosport,1.5 TDCi Trend BSIV,Diesel,2016,Manual,"42,029 Kms","5,89,500"
320,Hyundai,2nd Owner,Bangalore,i20,1.2 Magna Executive,Petrol,2017,Manual,"18,756 Kms","6,16,500"
321,Honda,1st Owner,Bangalore,Jazz,1.5 VX i DTEC,Diesel,2015,Manual,"42,361 Kms","6,68,500"
322,Honda,1st Owner,Bangalore,Brio,1.2 VX AT,Petrol,2013,Automatic,"84,561 Kms","4,26,010"
323,Maruti,1st Owner,Bangalore,Alto 800,LXI,Petrol,2016,Manual,"53,908 Kms","3,28,000"
324,Maruti,2nd Owner,Bangalore,Swift Dzire,VXi,Petrol,2009,Manual,"86,950 Kms","3,29,000"
325,Hyundai,1st Owner,Bangalore,i20 Active,SX Diesel,Diesel,2015,Manual,"81,242 Kms","6,32,500"
326,Hyundai,2nd Owner,Bangalore,Grand i10,Sportz,Petrol,2014,Manual,"46,687 Kms","4,47,500"
327,Hyundai,1st Owner,Bangalore,i20,Asta 1.2,Petrol,2014,Manual,"40,679 Kms","5,67,500"
328,Maruti,2nd Owner,Bangalore,Alto,LXi BSIII,Petrol,2008,Manual,"44,812 Kms","1,96,000"
329,Maruti,1st Owner,Bangalore,Swift Dzire,VXi,Petrol,2009,Manual,"33,506 Kms","3,64,500"
330,Mahindra,2nd Owner,Bangalore,TUV 300,T8,Diesel,2016,Manual,"45,484 Kms","7,27,000"
331,Hyundai,2nd Owner,Bangalore,Grand i10,AT Asta,Petrol,2015,Automatic,"73,462 Kms","5,23,000"
332,Hyundai,2nd Owner,Bangalore,i10,Magna 1.2,Petrol,2009,Manual,"79,209 Kms","2,65,000"
333,Maruti,1st Owner,Bangalore,Ignis,1.2 AMT Delta BSIV,Petrol,2017,Automatic,"13,107 Kms","6,22,000"
341,Hyundai,2nd Owner,Bangalore,i20,1.2 Magna Executive,Petrol,2017,Manual,"18,756 Kms","6,16,500"
342,Honda,1st Owner,Bangalore,Jazz,1.5 VX i DTEC,Diesel,2015,Manual,"42,361 Kms","6,68,500"
343,Honda,1st Owner,Bangalore,Brio,1.2 VX AT,Petrol,2013,Automatic,"84,561 Kms","4,26,010"
344,Maruti,1st Owner,Bangalore,Alto 800,LXI,Petrol,2016,Manual,"53,908 Kms","3,28,000"
345,Maruti,2nd Owner,Bangalore,Swift Dzire,VXi,Petrol,2009,Manual,"86,950 Kms","3,29,000"
346,Hyundai,1st Owner,Bangalore,i20 Active,SX Diesel,Diesel,2015,Manual,"81,242 Kms","6,32,500"
347,Hyundai,2nd Owner,Bangalore,Grand i10,Sportz,Petrol,2014,Manual,"46,687 Kms","4,47,500"
348,Hyundai,1st Owner,Bangalore,i20,Asta 1.2,Petrol,2014,Manual,"40,679 Kms","5,67,500"
349,Maruti,2nd Owner,Bangalore,Alto,LXi BSIII,Petrol,2008,Manual,"44,812 Kms","1,96,000"
350,Maruti,1st Owner,Bangalore,Swift Dzire,VXi,Petrol,2009,Manual,"33,506 Kms","3,64,500"
351,Mahindra,2nd Owner,Bangalore,TUV 300,T8,Diesel,2016,Manual,"45,484 Kms","7,27,000"
352,Hyundai,2nd Owner,Bangalore,Grand i10,AT Asta,Petrol,2015,Automatic,"73,462 Kms","5,23,000"
353,Hyundai,2nd Owner,Bangalore,i10,Magna 1.2,Petrol,2009,Manual,"79,209 Kms","2,65,000"
354,Maruti,1st Owner,Bangalore,Ignis,1.2 AMT Delta BSIV,Petrol,2017,Automatic,"13,107 Kms","6,22,000"
381,Hyundai,2nd Owner,Bangalore,i20,1.2 Magna Executive,Petrol,2017,Manual,"18,756 Kms","6,16,500"
382,Honda,1st Owner,Bangalore,Jazz,1.5 VX i DTEC,Diesel,2015,Manual,"42,361 Kms","6,68,500"
383,Honda,1st Owner,Bangalore,Brio,1.2 VX AT,Petrol,2013,Automatic,"84,561 Kms","4,26,010"
384,Maruti,1st Owner,Bangalore,Alto 800,LXI,Petrol,2016,Manual,"53,908 Kms","3,28,000"
385,Maruti,2nd Owner,Bangalore,Swift Dzire,VXi,Petrol,2009,Manual,"86,950 Kms","3,29,000"
386,Hyundai,1st Owner,Bangalore,i20 Active,SX Diesel,Diesel,2015,Manual,"81,242 Kms","6,32,500"
387,Hyundai,2nd Owner,Bangalore,Grand i10,Sportz,Petrol,2014,Manual,"46,687 Kms","4,47,500"
388,Hyundai,1st Owner,Bangalore,i20,Asta 1.2,Petrol,2014,Manual,"40,679 Kms","5,67,500"
389,Maruti,2nd Owner,Bangalore,Alto,LXi BSIII,Petrol,2008,Manual,"44,812 Kms","1,96,000"
390,Maruti,1st Owner,Bangalore,Swift Dzire,VXi,Petrol,2009,Manual,"33,506 Kms","3,64,500"
391,Mahindra,2nd Owner,Bangalore,TUV 300,T8,Diesel,2016,Manual,"45,484 Kms","7,27,000"
392,Hyundai,2nd Owner,Bangalore,Grand i10,AT Asta,Petrol,2015,Automatic,"73,462 Kms","5,23,000"
393,Hyundai,2nd Owner,Bangalore,i10,Magna 1.2,Petrol,2009,Manual,"79,209 Kms","2,65,000"
394,Maruti,1st Owner,Bangalore,Ignis,1.2 AMT Delta BSIV,Petrol,2017,Automatic,"13,107 Kms","6,22,000"
440,Hyundai,2nd Owner,Bangalore,i20,1.2 Magna Executive,Petrol,2017,Manual,"18,756 Kms","6,16,500"
441,Honda,1st Owner,Bangalore,Jazz,1.5 VX i DTEC,Diesel,2015,Manual,"42,361 Kms","6,68,500"
442,Honda,1st Owner,Bangalore,Brio,1.2 VX AT,Petrol,2013,Automatic,"84,561 Kms","4,26,010"
443,Maruti,1st Owner,Bangalore,Alto 800,LXI,Petrol,2016,Manual,"53,908 Kms","3,28,000"
444,Maruti,2nd Owner,Bangalore,Swift Dzire,VXi,Petrol,2009,Manual,"86,950 Kms","3,29,000"
445,Hyundai,1st Owner,Bangalore,i20 Active,SX Diesel,Diesel,2015,Manual,"81,242 Kms","6,32,500"
446,Hyundai,2nd Owner,Bangalore,Grand i10,Sportz,Petrol,2014,Manual,"46,687 Kms","4,47,500"
447,Hyundai,1st Owner,Bangalore,i20,Asta 1.2,Petrol,2014,Manual,"40,679 Kms","5,67,500"
448,Maruti,2nd Owner,Bangalore,Alto,LXi BSIII,Petrol,2008,Manual,"44,812 Kms","1,96,000"
449,Maruti,1st Owner,Bangalore,Swift Dzire,VXi,Petrol,2009,Manual,"33,506 Kms","3,64,500"
450,Mahindra,2nd Owner,Bangalore,TUV 300,T8,Diesel,2016,Manual,"45,484 Kms","7,27,000"
451,Hyundai,2nd Owner,Bangalore,Grand i10,AT Asta,Petrol,2015,Automatic,"73,462 Kms","5,23,000"
452,Hyundai,2nd Owner,Bangalore,i10,Magna 1.2,Petrol,2009,Manual,"79,209 Kms","2,65,000"
453,Maruti,1st Owner,Bangalore,Ignis,1.2 AMT Delta BSIV,Petrol,2017,Automatic,"13,107 Kms","6,22,000"
501,Maruti,2nd Owner,Bangalore,Celerio,ZXI AT,Petrol,2015,Automatic,"41,651 Kms","4,33,000"
502,Hyundai,2nd Owner,Bangalore,i10,Sportz Option,Petrol,2011,Manual,"63,300 Kms","3,08,500"
503,Maruti,1st Owner,Bangalore,Wagon R,VXI AMT,Petrol,2017,Automatic,"45,448 Kms","4,77,000"
504,Renault,1st Owner,Bangalore,KWID,1.0 RXT Opt,Petrol,2018,Manual,"46,527 Kms","4,01,000"
519,Hyundai,2nd Owner,Bangalore,i20,1.2 Magna Executive,Petrol,2017,Manual,"18,756 Kms","6,16,500"
520,Honda,1st Owner,Bangalore,Jazz,1.5 VX i DTEC,Diesel,2015,Manual,"42,361 Kms","6,68,500"
521,Honda,1st Owner,Bangalore,Brio,1.2 VX AT,Petrol,2013,Automatic,"84,561 Kms","4,26,010"
522,Maruti,1st Owner,Bangalore,Alto 800,LXI,Petrol,2016,Manual,"53,908 Kms","3,28,000"
523,Maruti,2nd Owner,Bangalore,Swift Dzire,VXi,Petrol,2009,Manual,"86,950 Kms","3,29,000"
524,Hyundai,1st Owner,Bangalore,i20 Active,SX Diesel,Diesel,2015,Manual,"81,242 Kms","6,32,500"
525,Hyundai,2nd Owner,Bangalore,Grand i10,Sportz,Petrol,2014,Manual,"46,687 Kms","4,47,500"
526,Hyundai,1st Owner,Bangalore,i20,Asta 1.2,Petrol,2014,Manual,"40,679 Kms","5,67,500"
527,Maruti,2nd Owner,Bangalore,Alto,LXi BSIII,Petrol,2008,Manual,"44,812 Kms","1,96,000"
528,Maruti,1st Owner,Bangalore,Swift Dzire,VXi,Petrol,2009,Manual,"33,506 Kms","3,64,500"
529,Mahindra,2nd Owner,Bangalore,TUV 300,T8,Diesel,2016,Manual,"45,484 Kms","7,27,000"
530,Hyundai,2nd Owner,Bangalore,Grand i10,AT Asta,Petrol,2015,Automatic,"73,462 Kms","5,23,000"
531,Hyundai,2nd Owner,Bangalore,i10,Magna 1.2,Petrol,2009,Manual,"79,209 Kms","2,65,000"
532,Maruti,1st Owner,Bangalore,Ignis,1.2 AMT Delta BSIV,Petrol,2017,Automatic,"13,107 Kms","6,22,000"
580,Maruti,2nd Owner,Bangalore,Celerio,ZXI AT,Petrol,2015,Automatic,"41,651 Kms","4,33,000"
581,Hyundai,2nd Owner,Bangalore,i10,Sportz Option,Petrol,2011,Manual,"63,300 Kms","3,08,500"
582,Maruti,1st Owner,Bangalore,Wagon R,VXI AMT,Petrol,2017,Automatic,"45,448 Kms","4,77,000"
583,Renault,1st Owner,Bangalore,KWID,1.0 RXT Opt,Petrol,2018,Manual,"46,527 Kms","4,01,000"
1018,Maruti,1st Owner,New-Delhi,Ignis,1.2 AMT Delta BSIV,Petrol,2018,Automatic,"17,011 Kms","4,50,000"
1019,Maruti,1st Owner,Ghaziabad,Baleno,Zeta,Petrol,2016,Manual,"39,350 Kms","5,18,500"
1020,Maruti,1st Owner,New-Delhi,Celerio,VXI,Petrol,2016,Manual,"36,243 Kms","3,44,500"
1021,Hyundai,1st Owner,New-Delhi,Creta,1.6 CRDi AT SX Plus,Diesel,2016,Automatic,"96,195 Kms","9,26,500"
1022,Maruti,1st Owner,New-Delhi,Alto,LXi,Petrol,2012,Manual,"28,123 Kms","1,89,500"
1023,Maruti,1st Owner,Ghaziabad,Baleno,Alpha,Petrol,2019,Manual,"5,932 Kms","6,95,500"
1024,Ford,1st Owner,New-Delhi,Ecosport,1.5 Diesel Titanium,Diesel,2016,Manual,"87,967 Kms","6,05,000"
1025,Honda,2nd Owner,New-Delhi,Brio,S MT,Petrol,2012,Manual,"27,371 Kms","2,29,000"
1026,Maruti,1st Owner,New-Delhi,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"9,277 Kms","4,78,500"
1027,Honda,1st Owner,New-Delhi,Amaze,S i-Vtech,Petrol,2015,Manual,"65,873 Kms","3,78,500"
1028,Maruti,1st Owner,New-Delhi,Alto 800,VXI,Petrol,2017,Manual,"23,845 Kms","2,83,500"
1029,Maruti,1st Owner,New-Delhi,Alto 800,STD,Petrol,2019,Manual,"5,673 Kms","2,66,500"
1030,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
1031,Renault,1st Owner,New-Delhi,Duster,85PS Diesel RxL,Diesel,2015,Manual,"82,193 Kms","4,30,500"
1037,Maruti,1st Owner,New-Delhi,Ignis,1.2 AMT Delta BSIV,Petrol,2018,Automatic,"17,011 Kms","4,50,000"
1038,Maruti,1st Owner,Ghaziabad,Baleno,Zeta,Petrol,2016,Manual,"39,350 Kms","5,18,500"
1039,Maruti,1st Owner,New-Delhi,Celerio,VXI,Petrol,2016,Manual,"36,243 Kms","3,44,500"
1040,Hyundai,1st Owner,New-Delhi,Creta,1.6 CRDi AT SX Plus,Diesel,2016,Automatic,"96,195 Kms","9,26,500"
1041,Maruti,1st Owner,New-Delhi,Alto,LXi,Petrol,2012,Manual,"28,123 Kms","1,89,500"
1042,Maruti,1st Owner,Ghaziabad,Baleno,Alpha,Petrol,2019,Manual,"5,932 Kms","6,95,500"
1043,Ford,1st Owner,New-Delhi,Ecosport,1.5 Diesel Titanium,Diesel,2016,Manual,"87,967 Kms","6,05,000"
1044,Honda,2nd Owner,New-Delhi,Brio,S MT,Petrol,2012,Manual,"27,371 Kms","2,29,000"
1045,Maruti,1st Owner,New-Delhi,Celerio,ZXI Optional AMT BSIV,Petrol,2018,Automatic,"9,277 Kms","4,78,500"
1046,Honda,1st Owner,New-Delhi,Amaze,S i-Vtech,Petrol,2015,Manual,"65,873 Kms","3,78,500"
1047,Maruti,1st Owner,New-Delhi,Alto 800,VXI,Petrol,2017,Manual,"23,845 Kms","2,83,500"
1048,Maruti,1st Owner,New-Delhi,Alto 800,STD,Petrol,2019,Manual,"5,673 Kms","2,66,500"
1049,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
1050,Renault,1st Owner,New-Delhi,Duster,85PS Diesel RxL,Diesel,2015,Manual,"82,193 Kms","4,30,500"
